DATAFLOW,LAST UPDATE,freq,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2004,241,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2005,226,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2006,236,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2007,239,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2008,229,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2009,221,b
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2010,211,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2011,221,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2012,212,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2013,184,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2014,159,be
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2015,155,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2016,140,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2017,132,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2018,137,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2019,145,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PL,2020,138,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,1995,317,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,1996,335,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,1997,357,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,1998,370,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,1999,387,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2000,313,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2001,307,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2002,316,b
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2003,304,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2004,290,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2005,283,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2006,299,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2007,301,b
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2008,334,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2009,316,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2010,320,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2011,289,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2012,247,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2013,222,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2014,222,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2015,214,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2016,212,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2017,227,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2018,245,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2019,244,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,PT,2020,243,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,1995,254,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,1996,230,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,1997,257,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,1998,224,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,1999,255,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2000,295,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2001,269,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2002,308,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2003,279,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2004,276,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2005,301,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2006,297,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2007,293,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2008,316,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2009,303,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2010,238,b
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2011,201,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2012,171,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2013,175,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2014,179,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2015,178,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2016,181,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2017,207,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2018,210,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2019,213,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RO,2020,214,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2006,140,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2007,168,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2008,207,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2009,216,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2010,259,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2011,289,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2012,254,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2013,268,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2014,234,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2015,192,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2016,211,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2017,256,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,RS,2018,279,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,1995,136,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,1996,126,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,1997,130,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,1998,115,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,1999,104,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2000,97,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2001,99,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2002,92,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2003,64,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2004,42,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2005,23,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2006,25,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2007,20,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2008,15,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2009,6,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2010,4,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2011,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2012,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2013,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2014,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2015,4,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2016,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2017,2,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2018,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2019,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SE,2020,2,be
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,1995,456,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,1996,465,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,1997,491,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,1998,513,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,1999,454,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2000,402,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2001,358,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2002,357,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2003,348,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2004,313,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2005,329,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2006,361,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2007,341,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2008,339,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2009,308,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2010,279,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2011,234,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2012,154,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2013,109,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2014,101,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2015,102,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2016,38,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2017,48,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2018,47,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2019,52,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SI,2020,33,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,1995,258,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,1996,247,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,1997,224,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,1998,206,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,1999,210,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2000,196,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2001,195,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2002,209,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2003,218,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2004,209,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2005,213,b
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2006,218,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2007,225,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2008,237,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2009,235,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2010,246,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2011,230,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2012,224,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2013,213,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2014,214,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2015,226,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2016,228,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2017,229,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2018,229,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2019,219,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,SK,2020,215,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,1995,323,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,1996,342,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,1997,359,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,1998,368,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,1999,351,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2000,363,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2001,376,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2002,372,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2003,379,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2004,361,b
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2005,379,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2006,357,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2007,363,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2008,335,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2009,357,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2010,340,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2011,355,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2012,340,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2013,332,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2014,361,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2015,350,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2016,359,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2017,359,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2018,347,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,TR,2019,347,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,1995,413,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,1996,440,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,1997,460,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,1998,455,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,1999,468,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2000,468,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2001,473,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2002,464,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2003,438,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2004,417,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2005,374,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2006,351,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2007,321,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2008,285,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2009,257,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2010,234,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2011,199,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2012,177,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2013,164,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2014,135,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2015,111,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2016,96,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2017,79,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,UK,2018,69,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,XK,2015,177,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,XK,2016,222,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,XK,2017,228,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,XK,2018,226,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,XK,2019,252,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,KG_HAB,XK,2020,256,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AL,2013,476000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AL,2014,779000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AL,2015,970000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AL,2016,900000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AL,2017,993000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AL,2018,1017000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AL,2019,872000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AL,2020,846000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AT,1995,1626000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AT,1996,1476000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AT,1997,1506000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AT,1998,1483000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AT,1999,1553000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AT,2000,1572000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AT,2001,1542000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AT,2002,1512000,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_L_OTH,T,AT,2003,1483000,
