DATAFLOW,LAST UPDATE,freq,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,AT,2014,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,AT,2015,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,AT,2016,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,AT,2017,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,AT,2018,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,AT,2019,0,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2008,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2009,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2010,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2011,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2012,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2013,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2014,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2015,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2016,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2017,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BA,2018,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,1995,92,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,1996,83,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,1997,81,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,1998,71,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,1999,13,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2000,14,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2001,16,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2002,19,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2003,16,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2004,12,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2005,11,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2006,2,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2007,5,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2008,10,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2009,9,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2010,8,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2011,13,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2012,12,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2013,9,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2014,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2015,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2016,4,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2017,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2018,3,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2019,2,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BE,2020,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,1995,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,1996,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,1997,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,1998,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,1999,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2000,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2001,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2002,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2003,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2004,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2005,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2006,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2007,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2008,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2009,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2010,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2011,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2012,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2013,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2014,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2015,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2016,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2017,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,BG,2018,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,1995,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,1996,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,1997,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,1998,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,1999,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2000,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2001,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2002,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2003,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2004,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2005,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2006,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2007,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2008,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2009,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2010,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2011,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2012,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2013,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2014,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2015,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2016,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2017,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2018,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2019,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CH,2020,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,1995,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,1996,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,1997,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,1998,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,1999,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2000,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2001,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2002,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2003,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2004,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2005,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2006,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2007,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2008,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2009,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2010,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2011,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2012,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2013,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2014,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2015,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2016,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2017,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2018,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2019,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CY,2020,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,1998,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,1999,0,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2000,0,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2001,0,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2002,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2003,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2004,0,b
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2005,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2006,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2007,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2008,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2009,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2010,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2011,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2012,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2013,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2014,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2015,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2016,0,e
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2017,0,b
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2018,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2019,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,CZ,2020,0,p
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,1995,110,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,1996,120,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,1997,125,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,1998,126,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,1999,129,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2000,137,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2001,139,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2013,72,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2014,66,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2015,55,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2016,29,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2017,7,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2018,6,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2019,6,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DE,2020,5,s
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,1995,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,1996,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,1997,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,1998,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,1999,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2000,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2001,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2002,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2003,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2004,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2005,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2006,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2007,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2008,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2009,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2011,0,b
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2012,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2013,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2014,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2015,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2016,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2017,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2018,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2019,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,DK,2020,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,1995,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,1996,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,1997,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,1998,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,1999,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2000,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2001,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2002,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2003,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2004,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2005,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2006,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2007,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2008,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2009,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2010,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2011,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2012,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2013,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2014,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2015,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2016,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2017,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2018,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EE,2019,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,1997,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,1998,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,1999,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,2000,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,2001,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,2002,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,2003,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,2004,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,2005,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,2006,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,2007,0,
ESTAT:ENV_WASMUN(1.0),10/01/22 23:00:00,A,DSP_I,KG_HAB,EL,2008,0,
